user_genome	reference_genome	skani_ani	skani_af	reference_taxonomy	other_related_references(genome_id,species_name,radius,ANI,AF)
UHM145.35773_R.bin.55	GCF_000758545.1	98.86	0.9431	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sp000758545	GCF_000758725.1, s__Paenibacillus odorifer, 95.0, 86.44, 0.491; GCF_000758585.1, s__Paenibacillus sp000758585, 95.0, 92.35, 0.777; GCF_002264395.1, s__Paenibacillus sp002264395, 95.0, 94.45, 0.794; GCF_924513355.1, s__Paenibacillus pseudetheri, 95.0, 95.23, 0.767; GCA_002438345.1, s__Paenibacillus sp002438345, 95.0, 91.28, 0.667; GCF_001012825.1, s__Paenibacillus etheri, 95.0, 93.62, 0.778; GCF_030123105.1, s__Paenibacillus sp030123105, 95.0, 94.0, 0.849
UHM145.35773_R.bin.56	GCF_017848315.1	98.78	0.862	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E palmensis	GCF_000425805.1, s__Pseudomonas_E vranovensis, 95.0, 84.5, 0.367; GCF_020151015.1, s__Pseudomonas_E putida_K, 95.0, 83.45, 0.285; GCF_002165135.1, s__Pseudomonas_E sp002165135, 95.0, 83.44, 0.275; GCF_011752565.1, s__Pseudomonas_E sp011752565, 95.0, 83.78, 0.308; GCF_028656935.1, s__Pseudomonas_E sp028656935, 95.0, 84.7, 0.382; GCF_003105155.1, s__Pseudomonas_E sp003105155, 95.0, 86.07, 0.456; GCF_003205205.1, s__Pseudomonas_E sp003205205, 95.0, 82.61, 0.26; GCF_900188455.1, s__Pseudomonas_E japonica, 95.0, 84.87, 0.374; GCF_000397205.1, s__Pseudomonas_E protegens, 95.0, 82.14, 0.23; GCF_019823065.1, s__Pseudomonas_E mosselii, 95.0, 84.19, 0.341; GCF_024127895.1, s__Pseudomonas_E guariconensis_B, 95.0, 84.1, 0.321; GCF_900105185.1, s__Pseudomonas_E saponiphila, 95.0, 82.11, 0.214; GCF_001439845.1, s__Pseudomonas_E lactis, 95.0, 82.54, 0.224; GCF_002386445.1, s__Pseudomonas_E sp002386445, 95.0, 83.15, 0.287; GCF_009380155.1, s__Pseudomonas_E piscis, 95.0, 82.23, 0.229; GCF_023277925.1, s__Pseudomonas_E entomophila_D, 95.0, 83.98, 0.303; GCF_019139675.1, s__Pseudomonas_E maumuensis, 95.0, 83.96, 0.335; GCF_021601385.1, s__Pseudomonas_E parasichuanensis, 95.0, 83.93, 0.327; GCF_003945765.1, s__Pseudomonas_E chlororaphis, 95.0, 82.56, 0.236; GCF_014269225.2, s__Pseudomonas_E anuradhapurensis, 95.0, 83.16, 0.284; GCF_011752525.1, s__Pseudomonas_E sp011752525, 95.0, 83.99, 0.329; GCF_000633395.1, s__Pseudomonas_E sp000633395, 95.0, 82.32, 0.221; GCF_018417635.1, s__Pseudomonas_E sp900101695, 95.0, 85.81, 0.455; GCF_016009175.1, s__Pseudomonas_E alkylphenolica_B, 95.0, 84.39, 0.354; GCF_000746525.1, s__Pseudomonas_E alkylphenolica, 95.0, 84.53, 0.365; GCF_009391885.1, s__Pseudomonas_E sp009391885, 95.0, 83.76, 0.326; GCF_003024385.1, s__Pseudomonas_E sp003024385, 95.0, 84.18, 0.34; GCF_000731675.1, s__Pseudomonas_E capeferrum, 95.0, 82.93, 0.29; GCF_015680235.1, s__Pseudomonas_E guariconensis_A, 95.0, 83.68, 0.289; GCA_001534745.1, s__Pseudomonas_E monteilii_A, 95.0, 82.11, 0.235; GCF_002906855.1, s__Pseudomonas_E putida_N, 95.0, 83.7, 0.317; GCF_002025705.1, s__Pseudomonas_E putida_J, 95.0, 83.35, 0.289; GCF_014268785.2, s__Pseudomonas_E shirazensis, 95.0, 82.16, 0.286; GCF_029193575.1, s__Pseudomonas_E entomophila_G, 95.0, 84.07, 0.34; GCF_000282535.1, s__Pseudomonas_E sp000282535, 95.0, 83.82, 0.285; GCF_009883635.2, s__Pseudomonas_E putida_W, 95.0, 83.58, 0.318; GCF_029836165.1, s__Pseudomonas_E sp029836165, 95.0, 83.66, 0.325; GCA_031253995.1, s__Pseudomonas_E sp031253995, 95.0, 85.16, 0.379; GCF_016648105.1, s__Pseudomonas_E sp016648105, 95.0, 83.67, 0.303; GCF_030272895.1, s__Pseudomonas_E sp030272895, 95.0, 85.95, 0.42; GCF_000319305.2, s__Pseudomonas_E bharatica, 95.0, 84.45, 0.34; GCF_021341665.1, s__Pseudomonas_E sp021341665, 95.0, 82.5, 0.236; GCF_001547895.1, s__Pseudomonas_E sp001547895, 95.0, 82.23, 0.229; GCF_014269185.2, s__Pseudomonas_E oryzicola, 95.0, 83.05, 0.29; GCF_030159595.1, s__Pseudomonas_E putida_AC, 95.0, 83.21, 0.283; GCF_003363755.1, s__Pseudomonas_E protegens_A, 95.0, 81.87, 0.201; GCF_029840925.1, s__Pseudomonas_E sp029840925, 95.0, 84.09, 0.312; GCF_004025535.1, s__Pseudomonas_E alkylphenolica_A, 95.0, 84.21, 0.35; GCF_000800615.1, s__Pseudomonas_E putida_F, 95.0, 85.44, 0.443; GCF_013466605.1, s__Pseudomonas_E chlororaphis_I, 95.0, 82.48, 0.24; GCF_015680405.1, s__Pseudomonas_E pudica, 95.0, 83.49, 0.278; GCA_947090765.1, s__Pseudomonas_E sp947090765, 95.0, 82.91, 0.274; GCA_943914515.1, s__Pseudomonas_E sp943914515, 95.0, 84.07, 0.296; GCF_022405695.1, s__Pseudomonas_E entomophila_E, 95.0, 83.79, 0.316; GCF_900110655.1, s__Pseudomonas_E soli, 95.0, 83.85, 0.33; GCF_003850345.1, s__Pseudomonas_E piscium, 95.0, 82.47, 0.246; GCF_028682455.1, s__Pseudomonas_E putida_AA, 95.0, 84.86, 0.38; GCF_000259195.1, s__Pseudomonas_E donghuensis, 95.0, 85.49, 0.427; GCF_003331055.1, s__Pseudomonas_E sp003331055, 95.0, 83.97, 0.297; GCF_021283545.2, s__Pseudomonas_E alloputida, 95.0, 82.47, 0.26; GCF_900536025.1, s__Pseudomonas_E reidholzensis, 95.0, 83.76, 0.312; GCF_000708715.2, s__Pseudomonas_E putida_R, 95.0, 83.3, 0.28; GCF_028682475.1, s__Pseudomonas_E putida_AG, 95.0, 85.07, 0.364; GCF_000931465.1, s__Pseudomonas_E sp000931465, 95.0, 82.77, 0.258; GCA_029239415.1, s__Pseudomonas_E sp029239415, 95.0, 85.12, 0.292; GCF_015354575.1, s__Pseudomonas_E sp015354575, 95.0, 83.56, 0.314; GCF_001941965.1, s__Pseudomonas_E putida_L, 95.0, 84.52, 0.387; GCF_021602585.1, s__Pseudomonas_E faucium, 95.0, 84.38, 0.341; GCF_001320245.1, s__Pseudomonas_E sp001320245, 95.0, 83.72, 0.302; GCF_020520285.1, s__Pseudomonas_E sp020520285, 95.0, 82.0, 0.22; GCF_000412675.1, s__Pseudomonas_E putida, 95.0, 83.24, 0.289; GCF_005080685.1, s__Pseudomonas_E putida_V, 95.0, 83.2, 0.287; GCF_030580855.1, s__Pseudomonas_E sp030580855, 95.0, 82.18, 0.199; GCF_009932335.1, s__Pseudomonas_E asiatica, 95.0, 83.52, 0.275; GCF_001921865.1, s__Pseudomonas_E chlororaphis_D, 95.0, 82.51, 0.239; GCF_014268935.2, s__Pseudomonas_E peradeniyensis, 95.0, 84.56, 0.348; GCF_009932375.1, s__Pseudomonas_E juntendi, 95.0, 83.5, 0.249; GCF_015680575.1, s__Pseudomonas_E putida_Z, 95.0, 83.84, 0.283; GCF_014268885.2, s__Pseudomonas_E xantholysinigenes, 95.0, 84.1, 0.308; GCF_002356095.1, s__Pseudomonas_E putida_H, 95.0, 82.92, 0.268; GCF_900291015.1, s__Pseudomonas_E sp900291015, 95.0, 83.85, 0.285; GCF_017875955.1, s__Pseudomonas_E sp017875955, 95.0, 82.51, 0.26; GCF_900187455.1, s__Pseudomonas_E sp900187455, 95.0, 84.78, 0.397; GCF_019139895.1, s__Pseudomonas_E fakonensis, 95.0, 84.0, 0.31; GCF_004519305.1, s__Pseudomonas_E sp004519305, 95.0, 84.14, 0.317; GCF_019139535.1, s__Pseudomonas_E muyukensis, 95.0, 84.25, 0.33; GCF_014269035.2, s__Pseudomonas_E vlassakiae, 95.0, 84.0, 0.303; GCF_013179515.1, s__Pseudomonas_E sp013179515, 95.0, 83.99, 0.252; GCF_013407925.2, s__Pseudomonas_E fluorescens_AP, 95.0, 82.35, 0.225; GCF_002112505.1, s__Pseudomonas_E sp002112505, 95.0, 83.7, 0.32; GCF_019145435.1, s__Pseudomonas_E ekonensis, 95.0, 83.03, 0.254; GCF_010671725.1, s__Pseudomonas_E brassicae, 95.0, 89.08, 0.542; GCF_014268805.2, s__Pseudomonas_E farsensis, 95.0, 82.93, 0.265; GCF_029478665.1, s__Pseudomonas_E entomophila_F, 95.0, 83.74, 0.314; GCF_005796105.1, s__Pseudomonas_E mosselii_C, 95.0, 83.25, 0.262; GCF_001902145.1, s__Pseudomonas_E fluorescens_BV, 95.0, 82.41, 0.21; GCF_000498395.2, s__Pseudomonas_E putida_Q, 95.0, 83.37, 0.279; GCF_025905425.1, s__Pseudomonas_E putida_AF, 95.0, 82.94, 0.283; GCF_024749165.1, s__Pseudomonas_E sp024749165, 95.0, 84.02, 0.334; GCF_018417595.1, s__Pseudomonas_E entomophila_C, 95.0, 84.07, 0.318; GCF_019168305.1, s__Pseudomonas_E aegrilactucae, 95.0, 89.22, 0.612; GCF_003205295.1, s__Pseudomonas_E mosselii_B, 95.0, 83.95, 0.317; GCF_002906795.1, s__Pseudomonas_E putida_Y, 95.0, 82.43, 0.238; GCF_013393325.1, s__Pseudomonas_E putida_P, 95.0, 82.9, 0.283; GCF_002018875.1, s__Pseudomonas_E sp002018875, 95.0, 81.84, 0.224; GCA_029953615.1, s__Pseudomonas_E sp002113165, 95.0, 83.38, 0.279; GCF_028898945.1, s__Pseudomonas_E sp028898945, 95.0, 82.6, 0.245; GCF_014269205.2, s__Pseudomonas_E kermanshahensis, 95.0, 83.02, 0.279; GCF_003231305.1, s__Pseudomonas_E sichuanensis, 95.0, 83.88, 0.324; GCF_916618955.1, s__Pseudomonas_E sp916618955, 95.0, 83.59, 0.299; GCF_000935045.1, s__Pseudomonas_E sp000935045, 95.0, 83.31, 0.278; GCA_023388335.1, s__Pseudomonas_E sp023388335, 95.0, 83.98, 0.296; GCF_022533585.1, s__Pseudomonas_E sp001642705, 95.0, 83.66, 0.286; GCF_002434265.1, s__Pseudomonas_E sp002434265, 95.0, 82.33, 0.246; GCA_014268975.2, s__Pseudomonas_E wayambapalatensis, 95.0, 83.08, 0.296; GCF_900277125.1, s__Pseudomonas_E inefficax, 95.0, 83.41, 0.281; GCF_900497695.1, s__Pseudomonas_E wadenswilerensis, 95.0, 85.87, 0.448; GCA_943912755.1, s__Pseudomonas_E sp943912755, 95.0, 84.24, 0.338; GCF_000730665.1, s__Pseudomonas_E plecoglossicida, 95.0, 84.21, 0.295; GCF_904063055.1, s__Pseudomonas_E paracarnis, 95.0, 83.36, 0.22; GCF_024349685.1, s__Pseudomonas_E sp024349685, 95.0, 83.37, 0.289; GCF_016518545.1, s__Pseudomonas_E sp016518545, 95.0, 82.41, 0.237; GCF_016658545.1, s__Pseudomonas_E sp016658545, 95.0, 83.44, 0.271; GCF_004214895.1, s__Pseudomonas_E tructae, 95.0, 85.09, 0.403; GCF_000800255.1, s__Pseudomonas_E parafulva_A, 95.0, 82.6, 0.27; GCF_028656955.1, s__Pseudomonas_E sp028656955, 95.0, 85.47, 0.42; GCF_001636055.1, s__Pseudomonas_E putida_B, 95.0, 83.24, 0.303; GCF_000730605.1, s__Pseudomonas_E monteilii, 95.0, 83.12, 0.289; GCF_030466445.1, s__Pseudomonas_E sp030466445, 95.0, 85.2, 0.385; GCF_003231275.1, s__Pseudomonas_E huaxiensis, 95.0, 84.29, 0.381; GCF_017744435.1, s__Pseudomonas_E sp017744435, 95.0, 83.71, 0.318; GCF_000730645.1, s__Pseudomonas_E parafulva, 95.0, 82.83, 0.268; GCF_000026105.1, s__Pseudomonas_E entomophila, 95.0, 83.93, 0.313; GCF_003097235.1, s__Pseudomonas_E sp003097235, 95.0, 83.68, 0.307; GCF_029202525.1, s__Pseudomonas_E phytovorans, 95.0, 82.69, 0.265; GCA_902498185.1, s__Pseudomonas_E fluorescens_BS, 95.0, 83.62, 0.292
UHM145.35773_R.bin.58	GCF_000368145.1	95.88	0.8345	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter guillouiae	
UHM145.35773_R.bin.6	GCF_001544095.1	98.6	0.8920999999999999	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__Enterococcus_D casseliflavus	GCF_022870765.1, s__Enterococcus_D casseliflavus_A, 95.0, 95.5, 0.86; GCF_018982785.1, s__Enterococcus_D innesii, 95.0, 95.79, 0.87
UHM145.35773_R.bin.61	GCF_018257795.1	99.62	0.9643	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__JGM124;s__JGM124 sp018257795	
UHM145.35773_R.bin.66	GCF_014836675.1	98.24	0.8245999999999999	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas avium	
UHM145.35773_R.bin.67	GCF_003610355.1	98.11	0.8848999999999999	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium detergens	GCF_002000245.1, s__Sphingobacterium sp002000245, 95.0, 88.57, 0.65; GCF_019969845.1, s__Sphingobacterium sp019969845, 95.0, 94.58, 0.822; GCF_029542085.1, s__Sphingobacterium sp029542085, 95.0, 93.62, 0.81
UHM145.35773_R.bin.69	GCF_000368145.1	96.77	0.8711	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter guillouiae	
UHM145.35773_R.bin.7	GCF_000312485.1	95.06	0.8768	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia massiliensis	
UHM145.35773_R.bin.70	GCF_016598535.1	98.64	0.8428	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;s__Rhodococcus erythropolis_D	GCF_021025955.1, s__Rhodococcus qingshengii_B, 95.0, 93.58, 0.647; GCF_023221595.1, s__Rhodococcus qingshengii, 95.17, 93.94, 0.708; GCF_030056735.1, s__Rhodococcus sp030056735, 95.0, 92.81, 0.618; GCF_001552595.1, s__Rhodococcus erythropolis, 95.0, 94.08, 0.716
UHM145.35773_R.bin.71	GCF_000797495.1	98.73	0.8704999999999999	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Robinsoniella;s__Robinsoniella peoriensis	GCA_900540475.1, s__Robinsoniella sp900540475, 95.0, 86.1, 0.461; GCA_018365455.1, s__Robinsoniella sp900555455, 95.0, 85.66, 0.437; GCA_900539655.1, s__Robinsoniella sp900539655, 95.0, 86.84, 0.479
UHM145.35773_R.bin.72	GCF_003610355.1	97.73	0.8120999999999999	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium detergens	GCF_002000245.1, s__Sphingobacterium sp002000245, 95.0, 87.39, 0.452; GCF_029542085.1, s__Sphingobacterium sp029542085, 95.0, 92.24, 0.648; GCF_019969845.1, s__Sphingobacterium sp019969845, 95.0, 93.62, 0.651
UHM17.10826_R.bin.1	GCF_029892225.1	95.75	0.8918	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium sp029892225	GCF_902506175.1, s__Chryseobacterium sp902506175, 95.0, 94.87, 0.838; GCF_026163565.1, s__Chryseobacterium sp026163565, 95.0, 91.61, 0.706; GCF_900143185.1, s__Chryseobacterium scophthalmum, 95.0, 95.3, 0.872; GCF_020991435.1, s__Chryseobacterium sp020991435, 95.0, 91.64, 0.732; GCF_003385415.1, s__Chryseobacterium piscium, 95.0, 90.61, 0.736; GCF_020991355.1, s__Chryseobacterium sp020991355, 95.0, 91.87, 0.736; GCF_903166575.1, s__Chryseobacterium schmidteae, 95.0, 91.81, 0.762; GCF_006175945.1, s__Chryseobacterium mulctrae, 95.0, 94.42, 0.754; GCF_001677955.1, s__Chryseobacterium sp001677955, 95.0, 90.42, 0.701
UHM17.10826_R.bin.10	GCF_000735435.1	97.65	0.5677	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella planticola	GCF_006711645.1, s__Klebsiella electrica, 95.0, 90.69, 0.419; GCF_002925905.1, s__Klebsiella michiganensis, 95.0, 87.95, 0.414; GCF_001598695.1, s__Klebsiella oxytoca, 95.0, 93.14, 0.463; GCF_001598295.1, s__Klebsiella ornithinolytica, 95.0, 93.55, 0.505
UHM17.10826_R.bin.13	GCA_002280405.1	98.61	0.7878000000000001	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola;s__Tabrizicola sp002280405	GCF_008271465.1, s__Tabrizicola flagellata, 95.0, 86.75, 0.214; GCF_011174775.1, s__Tabrizicola calidifons, 95.0, 87.01, 0.225; GCF_003574395.1, s__Tabrizicola thermarum, 95.0, 87.24, 0.247
UHM17.10826_R.bin.14	GCF_029892225.1	95.35	0.8963	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium sp029892225	GCF_020991355.1, s__Chryseobacterium sp020991355, 95.0, 92.1, 0.755; GCF_020991435.1, s__Chryseobacterium sp020991435, 95.0, 91.82, 0.758; GCF_902506175.1, s__Chryseobacterium sp902506175, 95.0, 94.9, 0.865; GCF_006175945.1, s__Chryseobacterium mulctrae, 95.0, 94.67, 0.766; GCF_001677955.1, s__Chryseobacterium sp001677955, 95.0, 90.67, 0.685; GCF_026163565.1, s__Chryseobacterium sp026163565, 95.0, 92.71, 0.749; GCF_003385415.1, s__Chryseobacterium piscium, 95.0, 90.62, 0.732; GCF_903166575.1, s__Chryseobacterium schmidteae, 95.0, 91.82, 0.74; GCF_900143185.1, s__Chryseobacterium scophthalmum, 95.0, 95.19, 0.871
UHM17.10826_R.bin.16	GCA_903900155.1	99.68	0.9405	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter sp903900155	GCF_003116815.1, s__Caulobacter endophyticus, 95.0, 83.81, 0.245; GCF_001556515.1, s__Caulobacter sp001556515, 95.0, 87.35, 0.425; GCF_011045195.1, s__Caulobacter soli, 95.0, 83.76, 0.241; GCF_002858925.1, s__Caulobacter zeae, 95.06, 83.99, 0.245; GCF_001414055.1, s__Caulobacter henricii, 95.0, 81.46, 0.221; GCF_001427665.1, s__Caulobacter sp001427665, 95.0, 83.02, 0.214; GCF_001425745.1, s__Caulobacter sp001425745, 95.0, 88.02, 0.514; GCF_023935105.1, s__Caulobacter segnis_B, 95.0, 88.99, 0.561; GCF_017744445.1, s__Caulobacter sp017744445, 95.0, 92.01, 0.711; GCA_023445955.1, s__Caulobacter sp023445955, 95.0, 89.49, 0.504; GCA_018895795.1, s__Caulobacter sp018895795, 95.0, 84.03, 0.243; GCF_000092285.1, s__Caulobacter segnis, 95.0, 85.62, 0.421; GCF_937900395.1, s__Caulobacter sp937900395, 95.0, 86.58, 0.4; GCF_003722335.1, s__Caulobacter flavus, 95.0, 84.15, 0.26; GCF_002737755.1, s__Caulobacter sp002737755, 95.0, 85.04, 0.394; GCF_003185805.1, s__Caulobacter sp003185805, 95.0, 84.71, 0.231; GCF_002737765.1, s__Caulobacter sp002737765, 95.0, 84.29, 0.201; GCA_028291125.1, s__Caulobacter sp028291125, 95.0, 83.8, 0.18; GCF_003931565.1, s__Caulobacter sp003931565, 95.0, 88.14, 0.511; GCA_936942565.1, s__Caulobacter sp936942565, 95.0, 87.18, 0.376; GCF_001426905.1, s__Caulobacter sp001426905, 95.0, 83.94, 0.237; GCA_014378155.1, s__Caulobacter sp014378155, 95.0, 83.35, 0.173; GCF_003094615.1, s__Caulobacter radicis, 95.0, 84.18, 0.257; GCA_017744495.1, s__Caulobacter sp017744495, 95.0, 83.57, 0.243; GCF_016135805.1, s__Caulobacter hibisci, 95.0, 83.8, 0.238; GCF_026672375.1, s__Caulobacter sp026672375, 95.0, 85.4, 0.436; GCA_020161365.1, s__Caulobacter sp020161365, 95.0, 84.93, 0.395; GCF_004342605.1, s__Caulobacter sp004342605, 95.0, 83.18, 0.225; GCF_029543245.1, s__Caulobacter endophyticus_A, 95.0, 84.35, 0.252; GCF_947036865.1, s__Caulobacter sp947036865, 95.0, 87.39, 0.503; GCF_000281955.1, s__Caulobacter sp000281955, 95.0, 83.67, 0.234; GCF_000712075.1, s__Caulobacter sp000712075, 95.0, 84.58, 0.264; GCF_002858865.1, s__Caulobacter vibrioides, 95.0, 85.36, 0.429; GCF_002742645.2, s__Caulobacter sp002742645, 95.0, 85.41, 0.387; GCF_010977555.1, s__Caulobacter rhizosphaerae, 95.0, 83.2, 0.222; GCF_900114015.1, s__Caulobacter sp900114015, 95.0, 83.52, 0.231; GCF_000372645.1, s__Caulobacter vibrioides_E, 95.0, 86.6, 0.44; GCF_002310375.3, s__Caulobacter vibrioides_D, 95.0, 85.44, 0.436; GCF_011043625.1, s__Caulobacter sp011043625, 95.0, 84.23, 0.247; GCF_002742625.1, s__Caulobacter sp002742625, 95.0, 88.14, 0.52; GCF_019931575.1, s__Caulobacter segnis_C, 95.0, 89.26, 0.567; GCF_002742635.1, s__Caulobacter sp002742635, 95.0, 86.4, 0.446; GCA_001449105.1, s__Caulobacter vibrioides_C, 95.0, 83.96, 0.252; GCF_013181195.1, s__Caulobacter sp013181195, 95.0, 87.94, 0.518; GCF_003243465.1, s__Caulobacter segnis_A, 95.0, 86.38, 0.405; GCF_003060965.1, s__Caulobacter sp003060965, 95.0, 82.28, 0.212; GCA_017745235.1, s__Caulobacter sp017745235, 95.0, 83.13, 0.206; GCA_002280275.1, s__Caulobacter vibrioides_A, 95.0, 86.33, 0.317; GCA_002280875.1, s__Caulobacter sp002280875, 95.0, 83.4, 0.248
UHM17.10826_R.bin.17	GCF_002174455.1	97.71	0.8342	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus dunnyi	GCF_002197645.1, s__Enterococcus wangshanyuanii, 95.0, 90.83, 0.745
UHM17.10826_R.bin.18	GCF_014836675.1	98.9	0.9326000000000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas avium	
